 [2536/4689 54:20 < 46:10, 0.78 it/s, Epoch 1.62/3]
Step	Training Loss
1059	2.161400
1060	2.156600
1061	2.022500
1062	2.195100
1063	2.260700
1064	2.192300
1065	2.174900
1066	2.128100
1067	2.202300
1068	1.904800
1069	2.050600
1070	2.161500
1071	2.263800
1072	2.233000
1073	1.990500
1074	2.142900
1075	2.055600
1076	2.151600
1077	2.040500
1078	2.191900
1079	2.278100
1080	2.181200
1081	2.142300
1082	2.236100
1083	2.173600
1084	2.182900
1085	2.114100
1086	2.111200
1087	2.193100
1088	2.243900
1089	2.190100
1090	2.260100
1091	2.040800
1092	2.016300
1093	2.055300
1094	2.135400
1095	2.046400
1096	2.025400
1097	2.284100
1098	2.247400
1099	2.212900
1100	2.161500
1101	2.214100
1102	2.124300
1103	2.180400
1104	2.252600
1105	2.183300
1106	2.287200
1107	2.341700
1108	2.109700
1109	2.195200
1110	2.072800
1111	2.067300
1112	2.102200
1113	2.010900
1114	2.240200
1115	2.187500
1116	1.882500
1117	2.063100
1118	2.303900
1119	2.140000
1120	2.048700
1121	2.175600
1122	2.052600
1123	2.134700
1124	2.199400
1125	2.221600
1126	2.121300
1127	2.142700
1128	2.304300
1129	2.002300
1130	2.095600
1131	2.155600
1132	2.192300
1133	2.089300
1134	2.220900
1135	2.109400
1136	2.085300
1137	1.846600
1138	2.231100
1139	2.248500
1140	2.057300
1141	2.177100
1142	2.142500
1143	2.052000
1144	2.194500
1145	2.131800
1146	2.135000
1147	1.925500
1148	2.081700
1149	2.154100
1150	2.214000
1151	2.091800
1152	2.152600
1153	2.118400
1154	2.074700
1155	2.064600
1156	2.225200
1157	2.096100
1158	2.146300
1159	2.210200
1160	2.161100
1161	2.079700
1162	1.987800
1163	2.152500
1164	2.138000
1165	2.166100
1166	2.110900
1167	2.214600
1168	2.148600
1169	2.139200
1170	2.165100
1171	2.281500
1172	2.195300
1173	2.008500
1174	2.062500
1175	2.228500
1176	2.034200
1177	2.211400
1178	2.107700
1179	2.068500
1180	2.212000
1181	2.176200
1182	2.126000
1183	2.151600
1184	2.256000
1185	2.135500
1186	2.186400
1187	2.049700
1188	2.161000
1189	2.229100
1190	2.107300
1191	2.225500
1192	2.214000
1193	2.126100
1194	2.212000
1195	2.185000
1196	2.090900
1197	2.233500
1198	2.191000
1199	2.197900
1200	2.140700
1201	2.019600
1202	2.194000
1203	2.178200
1204	2.212300
1205	2.237600
1206	2.101500
1207	2.223800
1208	2.176900
1209	2.155300
1210	2.145400
1211	2.032300
1212	1.960400
1213	1.995300
1214	2.089800
1215	2.249300
1216	2.092000
1217	2.258400
1218	2.265700
1219	2.189900
1220	2.129700
1221	2.154500
1222	2.046400
1223	2.086600
1224	2.213000
1225	2.186600
1226	2.193900
1227	2.016100
1228	2.202200
1229	2.206400
1230	2.176500
1231	2.223300
1232	2.107100
1233	2.221700
1234	2.280800
1235	1.997600
1236	2.239900
1237	1.954700
1238	2.099600
1239	2.430100
1240	2.220100
1241	2.269000
1242	2.100100
1243	2.155500
1244	2.089700
1245	2.169600
1246	1.908100
1247	2.163800
1248	2.090400
1249	2.046200
1250	2.128500
1251	2.151100
1252	2.360400
1253	2.205700
1254	2.062600
1255	2.030400
1256	2.077300
1257	2.090200
1258	2.181100
1259	2.232600
1260	2.062600
1261	2.081800
1262	2.145000
1263	2.111300
1264	2.199700
1265	2.104600
1266	2.059000
1267	2.278300
1268	2.139400
1269	2.047800
1270	2.176600
1271	2.185000
1272	2.133600
1273	2.048900
1274	2.015200
1275	2.117400
1276	2.168900
1277	2.145700
1278	2.184300
1279	2.064800
1280	2.062500
1281	2.106000
1282	2.387800
1283	2.203300
1284	2.218900
1285	2.292900
1286	2.074400
1287	2.136200
1288	2.117400
1289	2.298300
1290	2.221300
1291	2.174600
1292	2.239900
1293	2.156500
1294	2.176600
1295	2.033600
1296	2.054400
1297	2.047300
1298	2.142500
1299	2.047700
1300	2.140000
1301	2.027000
1302	2.207500
1303	2.178500
1304	2.208000
1305	1.991400
1306	2.065700
1307	2.002800
1308	2.110000
1309	2.094400
1310	2.209000
1311	2.168700
1312	1.979000
1313	2.252100
1314	2.166800
1315	2.097800
1316	2.199200
1317	2.080100
1318	2.273700
1319	2.165100
1320	2.251100
1321	2.306000
1322	2.004400
1323	2.029100
1324	2.215600
1325	1.993800
1326	2.262100
1327	2.288100
1328	2.220000
1329	2.037800
1330	2.180900
1331	2.206700
1332	2.147400
1333	2.176000
1334	2.133000
1335	2.248400
1336	2.087500
1337	1.911900
1338	2.121300
1339	2.154400
1340	2.163200
1341	2.136600
1342	2.146500
1343	2.156100
1344	2.183400
1345	2.107700
1346	2.124000
1347	2.138100
1348	2.209100
1349	2.276400
1350	2.183200
1351	2.162400
1352	1.973300
1353	2.171600
1354	2.219900
1355	2.282100
1356	2.157200
1357	2.129600
1358	2.056900
1359	2.214600
1360	2.239900
1361	2.145400
1362	2.062100
1363	2.063000
1364	2.113300
1365	2.143600
1366	2.187100
1367	1.895600
1368	2.128600
1369	2.028400
1370	2.143900
1371	2.061600
1372	2.105000
1373	2.112100
1374	2.155500
1375	1.960900
1376	2.253400
1377	2.148500
1378	2.235400
1379	2.092800
1380	2.214800
1381	2.208600
1382	2.087000
1383	2.042600
1384	2.072900
1385	2.156400
1386	2.270600
1387	2.238100
1388	2.195200
1389	2.202500
1390	2.129100
1391	2.198700
1392	2.405600
1393	2.232300
1394	2.335000
1395	2.138900
1396	2.003900
1397	2.006100
1398	2.020500
1399	2.042900
1400	2.105800
1401	2.156500
1402	2.114300
1403	2.009600
1404	1.956200
1405	2.188800
1406	2.321200
1407	2.048100
1408	2.172300
1409	2.151500
1410	2.110100
1411	2.103700
1412	2.095000
1413	2.172100
1414	2.168200
1415	2.136100
1416	2.126200
1417	2.285400
1418	2.127900
1419	2.252600
1420	2.161800
1421	2.090600
1422	2.116500
1423	2.181000
1424	2.050600
1425	2.103800
1426	2.118500
1427	2.276000
1428	2.112000
1429	2.259200
1430	2.108200
1431	2.184400
1432	1.998900
1433	2.159300
1434	2.169800
1435	2.140000
1436	2.126500
1437	2.246000
1438	1.997500
1439	2.091700
1440	2.210600
1441	1.954500
1442	2.121200
1443	2.078600
1444	2.027600
1445	2.151700
1446	2.058100
1447	2.113100
1448	2.187100
1449	2.099200
1450	2.159900
1451	2.056600
1452	2.074500
1453	2.212500
1454	2.218800
1455	2.247100
1456	2.163500
1457	2.167200
1458	2.187000
1459	2.193700
1460	2.155300
1461	2.157700
1462	2.128600
1463	1.994200
1464	2.144000
1465	2.110700
1466	2.121300
1467	2.258500
1468	2.089800
1469	2.102300
1470	2.032600
1471	2.086600
1472	2.165900
1473	2.126500
1474	2.189900
1475	2.102900
1476	2.121700
1477	2.264100
1478	2.141000
1479	1.976100
1480	2.198400
1481	2.069000
1482	2.185700
1483	2.085900
1484	2.111300
1485	2.039900
1486	2.224400
1487	2.145100
1488	2.223400
1489	2.183600
1490	2.045400
1491	2.055700
1492	2.124600
1493	2.151200
1494	2.019500
1495	2.124600
1496	2.165700
1497	2.204500
1498	2.190900
1499	2.117800
1500	1.991300
1501	2.204100
1502	2.212500
1503	2.200400
1504	2.233900
1505	2.190300
1506	2.099500
1507	2.021600
1508	2.243400
1509	2.257200
1510	2.019200
1511	2.064600
1512	2.190900
1513	2.060000
1514	2.127600
1515	2.198800
1516	2.087700
1517	2.067200
1518	2.107400
1519	2.044700
1520	2.008000
1521	2.138900
1522	2.177400
1523	2.275200
1524	2.033900
1525	2.316800
1526	2.151000
1527	2.209000
1528	2.143100
1529	2.048500
1530	2.221600
1531	2.192300
1532	2.064500
1533	2.217000
1534	2.245100
1535	2.074400
1536	2.278400
1537	2.065200
1538	2.013000
1539	2.142400
1540	2.119100
1541	1.992500
1542	2.058600
1543	2.197400
1544	2.146700
1545	2.123800
1546	2.236200
1547	2.230500
1548	2.218500
1549	2.067900
1550	2.228800
1551	2.225800
1552	2.048900
1553	2.036700
1554	2.130500
1555	2.140500
1556	2.109900
1557	2.049700
1558	2.086900
1559	2.142600
1560	2.051500
1561	2.145600
1562	2.174500
1563	2.284000
1564	1.826400
1565	2.161000
1566	2.164700
1567	2.140500
1568	1.997700
1569	2.092100
1570	2.188700
1571	2.005900
1572	2.101100
1573	2.124100
1574	2.067900
1575	2.151200
1576	2.030800
1577	2.168100
1578	2.074000
1579	2.103300
1580	1.993200
1581	2.232200
1582	2.089000
1583	2.204600
1584	2.177300
1585	2.142100
1586	2.006100
1587	1.972700
1588	2.165700
1589	2.130600
1590	1.920300
1591	2.176600
1592	2.143800
1593	2.018100
1594	2.047900
1595	2.142900
1596	1.998500
1597	2.010400
1598	2.111300
1599	2.105700
1600	2.137900
1601	2.233100
1602	2.063500
1603	2.163200
1604	2.205400
1605	2.156400
1606	2.031600
1607	1.934600
1608	2.064900
1609	2.126400
1610	2.136300
1611	2.057600
1612	2.002400
1613	2.103300
1614	2.138300
1615	2.200900
1616	2.200000
1617	2.264700
1618	2.180200
1619	2.081300
1620	2.121800
1621	2.204700
1622	2.056500
1623	2.218400
1624	2.145100
1625	2.136000
1626	2.004900
1627	1.849500
1628	2.071100
1629	2.063300
1630	2.213600
1631	2.051600
1632	2.175900
1633	2.136900
1634	2.046300
1635	2.225400
1636	2.107500
1637	2.242700
1638	2.225400
1639	2.196500
1640	2.044700
1641	2.067200
1642	2.091000
1643	2.156200
1644	2.072400
1645	2.196400
1646	2.146800
1647	2.106100
1648	2.127700
1649	2.111100
1650	2.153100
1651	2.186900
1652	2.205600
1653	2.021600
1654	2.150200
1655	2.141500
1656	2.095900
1657	1.958600
1658	2.207500
1659	2.196600
1660	2.073800
1661	2.149800
1662	2.025700
1663	2.048500
1664	2.191900
1665	2.034500
1666	2.110900
1667	2.063500
1668	2.164900
